Country,Injury Severity,Aircraft Damage,Aircraft Category,Make,Model,Amateur Built,Engines Count,Engine Type,Purpose of Flight,Total Fatal Injuries,Total Serious Injuries,Total Minor Injuries,Total Uninjured,Weather Condition,Report Status,Event Date,Latitude,Longitude,Amateur Built Category,Total Passengers,Aircraft Damage Severity,Average Uninjured Rate,Average Fatality Rate,Average Serious Rate,Average Minor Rate,Month
United States,Non-Fatal,Substantial,Airplane,Raytheon aircraft company,C90A,0,2.0,Turbo Prop,Business,0.0,2.0,0.0,3.0,VMC,Other,2014-06-25,335325N,0089110W,No,5.0,2,0.6,0.0,0.4,0.0,6
United States,Non-Fatal,Substantial,Airplane,Piper,PA 30,0,2.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Other,2014-06-25,481838N,1141522W,No,2.0,2,0.0,0.0,1.0,0.0,6
United States,Non-Fatal,Substantial,Airplane,Cessna,L19 - A,0,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Other,2014-06-25,364215N,1205127W,No,1.0,2,0.0,0.0,1.0,0.0,6
United States,Non-Fatal,Minor,Airplane,Dehavilland,DHC 2,0,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Other,2014-06-25,595346N,1563022W,No,1.0,1,1.0,0.0,0.0,0.0,6
United States,Non-Fatal,Destroyed,Airplane,Cessna,414,0,2.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Other,2014-06-26,384336N,0903030W,No,1.0,3,0.0,0.0,0.0,1.0,6
United States,Non-Fatal,Substantial,Airplane,Beech,95 55,0,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,2014-06-26,301723N,0874018W,No,2.0,2,1.0,0.0,0.0,0.0,6
United States,Fatal,Substantial,Airplane,Cessna,182,0,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Other,2014-06-27,361727N,0077423W,No,1.0,2,0.0,1.0,0.0,0.0,6
United States,Fatal,Substantial,Airplane,Doyle james e,SKYBOLT,1,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Other,2014-06-28,322749N,0965453W,Yes,1.0,2,0.0,1.0,0.0,0.0,6
United States,Non-Fatal,Substantial,Airplane,Cessna,172L,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Other,2014-06-28,412225N,0073291W,No,3.0,2,1.0,0.0,0.0,0.0,6
United States,Fatal,Substantial,Airplane,Skyraider,SKYRAIDER,1,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Other,2014-06-28,462228N,0117055W,Yes,1.0,2,0.0,1.0,0.0,0.0,6
United States,Non-Fatal,Substantial,Airplane,Cessna,172M,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,2014-06-28,424439N,0086632W,No,1.0,2,1.0,0.0,0.0,0.0,6
United States,Non-Fatal,Substantial,Airplane,Mooney,M20TN,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,2014-06-28,463527N,1203150W,No,1.0,2,1.0,0.0,0.0,0.0,6
United States,Non-Fatal,Substantial,Airplane,Cessna,182Q,0,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Other,2014-06-29,441429N,1142844W,No,1.0,2,0.0,0.0,0.0,1.0,6
United States,Non-Fatal,Substantial,Airplane,Waco,UPF 7,0,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Other,2014-06-29,383258N,0077431W,No,1.0,2,0.0,0.0,1.0,0.0,6
United States,Non-Fatal,Substantial,Airplane,Czech sport aircraft as,PIPER SPORT,0,,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Other,2014-06-29,332131N,0843433W,No,1.0,2,0.0,0.0,0.0,1.0,6
United States,Fatal,Destroyed,Airplane,Piper,PA 28-235,0,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,Other,2014-06-30,394234N,1054121W,No,3.0,3,0.0,1.0,0.0,0.0,6
United States,Non-Fatal,Substantial,Airplane,Jones,HATZ CB1,1,,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,2014-07-01,461736N,1071136W,Yes,2.0,2,1.0,0.0,0.0,0.0,7
United States,Non-Fatal,Substantial,Airplane,Beech,A36,0,,,Personal,0.0,0.0,0.0,4.0,VMC,Other,2014-07-01,029322N,0098289W,No,4.0,2,1.0,0.0,0.0,0.0,7
United States,Fatal,Substantial,Airplane,Kolb,MARK III,1,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Other,2014-07-01,314033N,0091504W,Yes,1.0,2,0.0,1.0,0.0,0.0,7
United States,Fatal,Substantial,Airplane,Piper,PA 12,0,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Other,2014-07-02,611252N,0149511W,No,1.0,2,0.0,1.0,0.0,0.0,7
United States,Non-Fatal,Substantial,Airplane,Piper,PA30,0,2.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Other,2014-07-02,003600N,0009300W,No,1.0,2,0.0,0.0,0.0,1.0,7
United States,Non-Fatal,Substantial,Airplane,Wiley,Kitfox IV,1,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Other,2014-07-03,471816N,1175742W,Yes,1.0,2,0.0,0.0,0.0,1.0,7
United States,Non-Fatal,Substantial,Airplane,Piper,PA 24-250,0,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Other,2014-07-03,312717N,0872142W,No,2.0,2,0.0,0.0,1.0,0.0,7
United States,Non-Fatal,Substantial,Airplane,Cessna,210L,0,1.0,Reciprocating,Personal,0.0,3.0,1.0,0.0,VMC,Other,2014-07-03,353915N,0105833W,No,4.0,2,0.0,0.0,0.75,0.25,7
United States,Non-Fatal,Substantial,Airplane,Slaughter mike,CH601-HDS,1,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,Other,2014-07-04,003251N,0095269W,Yes,2.0,2,0.0,0.0,0.5,0.5,7
United States,Non-Fatal,Substantial,Airplane,Cessna,170B,0,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,Other,2014-07-04,030343N,0953310W,No,2.0,2,0.5,0.0,0.5,0.0,7
United States,Fatal,Substantial,Airplane,Cessna,140,0,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Other,2014-07-05,431322N,0774844W,No,1.0,2,0.0,1.0,0.0,0.0,7
United States,Fatal,Substantial,Airplane,Flight design gmbh,CT-SW 2006,0,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Other,2014-07-05,431052N,0783325W,No,1.0,2,0.0,1.0,0.0,0.0,7
United States,Non-Fatal,Substantial,Airplane,Globe,GC 1B,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,2014-07-05,047614N,1221714W,No,1.0,2,1.0,0.0,0.0,0.0,7
United States,Non-Fatal,Substantial,Airplane,Aeronca,7CCM,0,1.0,Reciprocating,Personal,0.0,2.0,0.0,1.0,VMC,Other,2014-07-05,313523N,0895215W,No,3.0,2,0.3333333333333333,0.0,0.6666666666666666,0.0,7
United States,Non-Fatal,Substantial,Airplane,Cessna,152,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,2014-07-05,033127N,0971630W,No,2.0,2,1.0,0.0,0.0,0.0,7
United States,Non-Fatal,Substantial,Airplane,Beech,35 33,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,2014-07-05,381924N,0885131W,No,1.0,2,1.0,0.0,0.0,0.0,7
United States,Non-Fatal,Substantial,Airplane,Lawson ronald s,EXPLORER,1,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Other,2014-07-05,036841N,0803118W,Yes,2.0,2,0.5,0.0,0.0,0.5,7
United States,Fatal,Destroyed,Airplane,Piper,PA 28R-180,0,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,Other,2014-07-06,033390N,1172351W,No,3.0,3,0.0,1.0,0.0,0.0,7
United States,Fatal,Substantial,Airplane,Cessna,150J,0,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Other,2014-07-06,373524N,0762738W,No,2.0,2,0.0,1.0,0.0,0.0,7
United States,Fatal,Substantial,Airplane,Zubair s khan,RAVEN,1,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Other,2014-07-06,004100N,0724125W,Yes,1.0,2,0.0,1.0,0.0,0.0,7
United States,Non-Fatal,Minor,Airplane,Piper,PA46 500TP,0,1.0,Turbo Prop,Personal,0.0,0.0,0.0,1.0,VMC,Other,2014-07-07,393420N,1045053W,No,1.0,1,1.0,0.0,0.0,0.0,7
United States,Fatal,Substantial,Airplane,American champion aircraft,7GCBC,0,,Reciprocating,Personal,1.0,1.0,0.0,0.0,VMC,Other,2014-07-07,044363N,1153121W,No,2.0,2,0.0,0.5,0.5,0.0,7
United States,Non-Fatal,Substantial,Airplane,Bailey-moyes microlights,DRAGONFLY B MODEL,0,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Other,2014-07-08,047112N,0122712W,No,1.0,2,0.0,0.0,1.0,0.0,7
United States,Non-Fatal,Substantial,Airplane,Cessna,172H,0,1.0,Reciprocating,Personal,0.0,0.0,3.0,0.0,VMC,Other,2014-07-08,294632N,0945626W,No,3.0,2,0.0,0.0,0.0,1.0,7
United States,Fatal,Substantial,Airplane,Cessna,182,0,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Other,2014-07-08,473331N,1215241W,No,1.0,2,0.0,1.0,0.0,0.0,7
United States,Non-Fatal,Substantial,Airplane,Piper,PA 17,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,2014-07-08,481758N,1163336W,No,2.0,2,1.0,0.0,0.0,0.0,7
United States,Non-Fatal,Substantial,Airplane,Delconte emidio j,KITFOX SERIES V,1,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Other,2014-07-08,453412N,1173141W,Yes,1.0,2,0.0,0.0,1.0,0.0,7
United States,Non-Fatal,Substantial,Airplane,Aeronca,7BCM,0,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Other,2014-07-09,613316N,0014981W,No,2.0,2,0.0,0.0,1.0,0.0,7
United States,Non-Fatal,Substantial,Airplane,Piper,PA 28R-200,0,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Other,2014-07-10,033521N,0951539W,No,1.0,2,0.0,0.0,0.0,1.0,7
United States,Non-Fatal,Substantial,Airplane,Beech,C24R,0,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Other,2014-07-10,263633N,0804929W,No,2.0,2,0.0,0.0,1.0,0.0,7
United States,Non-Fatal,Substantial,Airplane,Cessna,172N,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,2014-07-10,035447N,1061014W,No,2.0,2,1.0,0.0,0.0,0.0,7
United States,Non-Fatal,Substantial,Airplane,Costruzioni aeronautiche tecna,P2004 BRAVO,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,2014-07-10,281219N,0805310W,No,1.0,2,1.0,0.0,0.0,0.0,7
United States,Non-Fatal,Substantial,Airplane,Pekola james w,RIDGE RUNNER III,1,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,2014-07-10,351113N,0835235W,Yes,1.0,2,1.0,0.0,0.0,0.0,7
United States,Fatal,Substantial,Airplane,Mooney,M20M,0,1.0,Reciprocating,Personal,1.0,0.0,1.0,0.0,VMC,Other,2014-07-11,393653N,0086529W,No,2.0,2,0.0,0.5,0.0,0.5,7
United States,Non-Fatal,Substantial,Airplane,Piper,PA 18-150,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,2014-07-11,331424N,1114645W,No,1.0,2,1.0,0.0,0.0,0.0,7
United States,Non-Fatal,Substantial,Airplane,Piper,PA 18-150,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,2014-07-11,692132N,0148423W,No,2.0,2,1.0,0.0,0.0,0.0,7
United States,Fatal,Substantial,Airplane,Culver,LFA,0,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Other,2014-07-12,434545N,0704039W,No,1.0,2,0.0,1.0,0.0,0.0,7
United States,Non-Fatal,Substantial,Airplane,Piper,PA 18-150,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,2014-07-12,373930N,0010622W,No,1.0,2,1.0,0.0,0.0,0.0,7
France,Fatal,Destroyed,Airplane,Piper,PA 28R-201T,0,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,UNK,Other,2014-07-12,423616N,0009119E,No,3.0,3,0.0,1.0,0.0,0.0,7
United States,Fatal,Destroyed,Airplane,Allen,STEEN SKYBOLT,1,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Other,2014-07-13,333353N,0845937W,Yes,2.0,3,0.0,1.0,0.0,0.0,7
United States,Non-Fatal,Substantial,Airplane,Mckenzie douglas e,STOL CH750,1,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Other,2014-07-13,047111N,0088336W,Yes,1.0,2,0.0,0.0,1.0,0.0,7
United States,Non-Fatal,Substantial,Airplane,Piper,PA 28-181,0,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Other,2014-07-13,043228N,0881413W,No,2.0,2,0.0,0.0,1.0,0.0,7
United States,Non-Fatal,Substantial,Airplane,Mooney,M20TN,0,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Other,2014-07-14,003795N,1074514W,No,1.0,2,1.0,0.0,0.0,0.0,7
United States,Non-Fatal,Substantial,Airplane,Cessna,180H,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,2014-07-14,059550N,1472941W,No,2.0,2,1.0,0.0,0.0,0.0,7
United States,Non-Fatal,Substantial,Airplane,Dantonio,404,1,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,2014-07-14,335651N,0983658W,Yes,1.0,2,1.0,0.0,0.0,0.0,7
United States,Non-Fatal,Substantial,Airplane,Holmlund victor p,AURIGA,1,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Other,2014-07-16,040315N,0743617W,Yes,1.0,2,0.0,0.0,0.0,1.0,7
United States,Fatal,Substantial,Airplane,Piper,PA-32R-301T,0,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Other,2014-07-16,263613N,0821338W,No,1.0,2,0.0,1.0,0.0,0.0,7
United States,Non-Fatal,Substantial,Airplane,Cessna,120,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,2014-07-16,433947N,0841541W,No,1.0,2,1.0,0.0,0.0,0.0,7
United States,Non-Fatal,Substantial,Airplane,Cessna,172N,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,2014-07-16,394746N,0874037W,No,2.0,2,1.0,0.0,0.0,0.0,7
United States,Non-Fatal,Substantial,Airplane,Pipistrel,ALPHA TRAINER,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,2014-07-16,261441N,0080622W,No,2.0,2,1.0,0.0,0.0,0.0,7
United States,Non-Fatal,Substantial,Airplane,Garramone mike a,VIXEN,1,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Other,2014-07-17,031527N,1073656W,Yes,2.0,2,0.5,0.0,0.0,0.5,7
United States,Non-Fatal,Minor,Airplane,Beech,B100,0,2.0,Turbo Prop,Business,0.0,0.0,0.0,1.0,VMC,Other,2014-07-17,035262N,0119328W,No,1.0,1,1.0,0.0,0.0,0.0,7
United States,Non-Fatal,Substantial,Airplane,Piper,PA 30,0,2.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Other,2014-07-17,047190N,0011980W,No,4.0,2,1.0,0.0,0.0,0.0,7
United States,Non-Fatal,Substantial,Airplane,Boeing,E75N1,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,2014-07-17,402321N,0751726W,No,1.0,2,1.0,0.0,0.0,0.0,7
United States,Non-Fatal,Substantial,Airplane,Diamond aircraft ind inc,DA 20 C1,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,2014-07-18,041216N,1233957W,No,1.0,2,1.0,0.0,0.0,0.0,7
United States,Non-Fatal,Substantial,Airplane,Piper,PA 28-140,0,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,Other,2014-07-18,384158N,0902811W,No,2.0,2,0.5,0.0,0.5,0.0,7
United States,Non-Fatal,Substantial,Airplane,Stinson,108 1,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,2014-07-18,461650N,0923934W,No,1.0,2,1.0,0.0,0.0,0.0,7
United States,Non-Fatal,Substantial,Airplane,Luscombe,8A,0,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Other,2014-07-19,034950N,1173435W,No,1.0,2,0.0,0.0,0.0,1.0,7
United States,Fatal,Destroyed,Airplane,Mooney,M20F,0,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,Other,2014-07-19,044162N,0735657W,No,3.0,3,0.0,1.0,0.0,0.0,7
United States,Non-Fatal,Substantial,Airplane,Ercoupe,415 C,0,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Other,2014-07-19,451018N,1224527W,No,2.0,2,0.0,0.0,1.0,0.0,7
United States,Non-Fatal,Substantial,Airplane,Piper,PA-18-150,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,2014-07-19,612453N,1481913W,No,1.0,2,1.0,0.0,0.0,0.0,7
United States,Non-Fatal,Substantial,Airplane,Cessna,T206H,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,6.0,VMC,Other,2014-07-19,315031N,0101042W,No,6.0,2,1.0,0.0,0.0,0.0,7
United States,Non-Fatal,Substantial,Airplane,Cessna,177B,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,2014-07-19,041358N,0703225W,No,2.0,2,1.0,0.0,0.0,0.0,7
United States,Fatal,Substantial,Airplane,Oden weldon pat,KITFOX IV SPEEDSTER,1,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Other,2014-07-20,032636N,1002359W,Yes,1.0,2,0.0,1.0,0.0,0.0,7
United States,Fatal,Destroyed,Airplane,Cessna,182L,0,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,VMC,Other,2014-07-20,345427N,1115144W,No,4.0,3,0.0,1.0,0.0,0.0,7
United States,Non-Fatal,Substantial,Airplane,Piper,PA 28-140,0,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,Other,2014-07-20,032342N,0971824W,No,2.0,2,0.0,0.0,0.5,0.5,7
United States,Non-Fatal,Substantial,Airplane,Black christopher,SPARROW SPORT SPEC,1,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,2014-07-20,345841N,0010600W,Yes,1.0,2,1.0,0.0,0.0,0.0,7
United States,Non-Fatal,Substantial,Airplane,Cessna,177B,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,2014-07-20,304051N,0974040W,No,2.0,2,1.0,0.0,0.0,0.0,7
United States,Fatal,Destroyed,Airplane,Cessna,172K,0,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Other,2014-07-21,036330N,0113150W,No,2.0,3,0.0,1.0,0.0,0.0,7
United States,Fatal,Substantial,Airplane,Cessna,150M,0,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Other,2014-07-21,464331N,1102510W,No,1.0,2,0.0,1.0,0.0,0.0,7
United States,Non-Fatal,Substantial,Airplane,Bosco don,SEAREY,1,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,2014-07-21,482510N,1222515W,Yes,2.0,2,1.0,0.0,0.0,0.0,7
United States,Non-Fatal,Substantial,Airplane,Piper,PA 18-150,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,2014-07-21,034392N,1114710W,No,2.0,2,1.0,0.0,0.0,0.0,7
United States,Non-Fatal,Substantial,Airplane,Piper,PA 46 350P,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Other,2014-07-22,471940N,1221336W,No,4.0,2,1.0,0.0,0.0,0.0,7
Antarctica,Fatal,Destroyed,Airplane,Beech,A36,0,,,Personal,2.0,0.0,0.0,0.0,VMC,Other,2014-07-22,141954S,1704241W,No,2.0,3,0.0,1.0,0.0,0.0,7
United States,Non-Fatal,Substantial,Airplane,Cessna,172M,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,2014-07-22,414113N,0695927W,No,1.0,2,1.0,0.0,0.0,0.0,7
United States,Fatal,Substantial,Airplane,Wilderoder,GREAT LAKES 2TIA,1,,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Other,2014-07-23,302647N,0872614W,Yes,2.0,2,0.0,1.0,0.0,0.0,7
United States,Non-Fatal,Substantial,Airplane,Siler ronald e,ULTRASTAR,0,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Other,2014-07-23,403010N,0765414W,No,1.0,2,0.0,0.0,0.0,1.0,7
United States,Non-Fatal,Substantial,Airplane,Jannakos gregory p,ZODIAC 601 HDS,1,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,2014-07-23,335825N,0835727W,Yes,1.0,2,1.0,0.0,0.0,0.0,7
United States,Non-Fatal,Substantial,Airplane,Cirrus,SR22,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,2014-07-24,362048N,0084044W,No,1.0,2,1.0,0.0,0.0,0.0,7
United States,Non-Fatal,Substantial,Airplane,Winder robert s,VP1,1,,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Other,2014-07-25,041846N,0080104W,Yes,1.0,2,0.0,0.0,0.0,1.0,7
United States,Fatal,Destroyed,Airplane,Piper,PA-46-310P,0,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Other,2014-07-26,345526N,0832712W,No,1.0,3,0.0,1.0,0.0,0.0,7
United States,Non-Fatal,Destroyed,Airplane,Roscher frederick,THUNDER MUSTANG,1,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,Other,2014-07-26,393857N,1194227W,Yes,2.0,3,0.5,0.0,0.5,0.0,7
United States,Non-Fatal,Substantial,Airplane,Cessna,182Q,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,2014-07-26,451722N,1153521W,No,1.0,2,1.0,0.0,0.0,0.0,7
United States,Non-Fatal,Substantial,Airplane,Ryan aeronautical,ST3KR,0,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Other,2014-07-26,033280N,0845156W,No,2.0,2,0.0,0.0,0.0,1.0,7
United States,Non-Fatal,Substantial,Airplane,Aviat,A 1,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,2014-07-26,055300N,1303748W,No,2.0,2,1.0,0.0,0.0,0.0,7
United States,Fatal,Substantial,Airplane,Piper,PA28,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,2014-07-27,002742N,0822655W,No,2.0,2,1.0,0.0,0.0,0.0,7
United States,Fatal,Destroyed,Airplane,Federsen walter,LANCAIR IVP,1,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Other,2014-07-27,041226N,0833822W,Yes,2.0,3,0.0,1.0,0.0,0.0,7
United States,Non-Fatal,Substantial,Airplane,Beech,35-C33A,0,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Other,2014-07-27,381721N,1042948W,No,2.0,2,0.5,0.0,0.0,0.5,7
United States,Non-Fatal,Substantial,Airplane,Cessna,182B,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Other,2014-07-27,344958N,0832435W,No,2.0,2,1.0,0.0,0.0,0.0,7
United States,Non-Fatal,Substantial,Airplane,Ercoupe,415 C,0,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Other,2014-07-27,401818N,1204521W,No,2.0,2,0.0,0.0,1.0,0.0,7
United States,Non-Fatal,Substantial,Airplane,Piper,PA 28RT-201T,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,2014-07-27,293552N,0095951W,No,1.0,2,1.0,0.0,0.0,0.0,7
United States,Fatal,Substantial,Airplane,Temco,GC 1B,0,,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Other,2014-07-28,303620N,0813358W,No,1.0,2,0.0,1.0,0.0,0.0,7
United States,Fatal,Substantial,Airplane,Meyer,LEGACY,1,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Other,2014-07-28,433859N,1162550W,Yes,1.0,2,0.0,1.0,0.0,0.0,7
United States,Non-Fatal,Substantial,Airplane,Piper,PA-22,0,,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Other,2014-07-28,584910N,1575139W,No,3.0,2,1.0,0.0,0.0,0.0,7
United States,Non-Fatal,Substantial,Airplane,Cessna,150M,0,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Other,2014-07-29,042510N,0765059W,No,1.0,2,0.0,0.0,1.0,0.0,7
United States,Non-Fatal,Substantial,Airplane,Cessna,182R,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,2014-07-29,341021N,0091569W,No,1.0,2,1.0,0.0,0.0,0.0,7
United States,Non-Fatal,Substantial,Airplane,Sutton william j,STITS PLAYMATE SA11A,1,,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,2014-07-29,331024N,0974945W,Yes,1.0,2,1.0,0.0,0.0,0.0,7
United States,Non-Fatal,Substantial,Airplane,Render,RV 9A,1,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Other,2014-07-30,004441N,0883328W,Yes,2.0,2,0.0,0.0,0.0,1.0,7
United States,Non-Fatal,Substantial,Airplane,Beech,A36 - UNDESIGNAT,0,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Other,2014-07-30,372924N,1221534W,No,1.0,2,1.0,0.0,0.0,0.0,7
United States,Fatal,Substantial,Airplane,Mooney,M20L - NO SERIES,0,1.0,Reciprocating,Personal,1.0,0.0,1.0,0.0,VMC,Other,2014-07-31,032490N,0011798W,No,2.0,2,0.0,0.5,0.0,0.5,7
United States,Fatal,Substantial,Airplane,Zimmerman,BREEZY,1,1.0,Reciprocating,Personal,1.0,0.0,1.0,0.0,VMC,Other,2014-07-31,435820N,0883315W,Yes,2.0,2,0.0,0.5,0.0,0.5,7
United States,Non-Fatal,Destroyed,Airplane,Piper,PA-32-300,0,1.0,Reciprocating,Personal,0.0,0.0,4.0,0.0,VMC,Other,2014-07-31,331845N,0865535W,No,4.0,3,0.0,0.0,0.0,1.0,7
United States,Non-Fatal,Substantial,Airplane,Dehavilland,DHC 2,0,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Other,2014-07-31,625029N,0149621W,No,2.0,2,1.0,0.0,0.0,0.0,7
United States,Non-Fatal,Substantial,Airplane,Piper,PA 18,0,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,Other,2014-07-31,444430N,0853454W,No,2.0,2,0.5,0.0,0.5,0.0,7
