Country,Injury Severity,Aircraft Damage,Aircraft Category,Make,Model,Amateur Built,Engines Count,Engine Type,Purpose of Flight,Total Fatal Injuries,Total Serious Injuries,Total Minor Injuries,Total Uninjured,Weather Condition,Report Status,Event Date,Latitude,Longitude,Amateur Built Category,Total Passengers,Aircraft Damage Severity,Average Uninjured Rate,Average Fatality Rate,Average Serious Rate,Average Minor Rate,Month
United States,Non-Fatal,Substantial,Airplane,Beech,A36,0,1.0,Reciprocating,Personal,,,,2.0,IMC,Probable Cause,2006-07-16,40.626667,-74.67,No,,2,,,,,7
United States,Non-Fatal,Substantial,Airplane,Cessna,210G,0,1.0,Reciprocating,Personal,,,3.0,,VMC,Probable Cause,2006-07-16,44.220278,-76.073889,No,,2,,,,,7
United States,Non-Fatal,Substantial,Airplane,Cessna,177RG,0,1.0,Reciprocating,Personal,,,,1.0,VMC,Probable Cause,2006-07-18,34.213611,-119.094166,No,,2,,,,,7
United States,Non-Fatal,Substantial,Airplane,Beech,A36,0,1.0,Reciprocating,Personal,,,,3.0,VMC,Probable Cause,2006-07-18,35.433333,-119.056667,No,,2,,,,,7
United States,Non-Fatal,Substantial,Airplane,Cessna,182,0,1.0,Reciprocating,Personal,,,,1.0,VMC,Probable Cause,2006-07-18,42.170834,-84.259722,No,,2,,,,,7
United States,Non-Fatal,Substantial,Airplane,Luscombe,8A,0,1.0,Reciprocating,Personal,,,1.0,1.0,VMC,Probable Cause,2006-07-19,42.720834,-82.595833,No,,2,,,,,7
United States,Non-Fatal,Substantial,Airplane,American champion aircraft,7GCBC,0,1.0,Reciprocating,Personal,,,,1.0,VMC,Probable Cause,2006-07-20,36.333333,-121.25,No,,2,,,,,7
Hungary,Non-Fatal,Substantial,Airplane,Piper,PA-46T,0,,,Personal,,,,6.0,VMC,Foreign,2006-07-21,47.488889,21.615278,No,,2,,,,,7
United States,Non-Fatal,Substantial,Airplane,Cessna,T210N,0,1.0,Reciprocating,Personal,,,,6.0,VMC,Probable Cause,2006-07-21,39.32,-120.139444,No,,2,,,,,7
United States,Non-Fatal,Substantial,Airplane,Cessna,172F,0,1.0,Reciprocating,Business,,3.0,,,VMC,Probable Cause,2006-07-21,34.353333,-85.154722,No,,2,,,,,7
United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-140,0,1.0,Reciprocating,Personal,,,,1.0,VMC,Probable Cause,2006-07-22,31.126389,-92.500833,No,,2,,,,,7
United States,Non-Fatal,Substantial,Airplane,Piper,PA19/L-18C,0,1.0,Reciprocating,Personal,,1.0,,,VMC,Probable Cause,2006-07-22,29.68,-95.79,No,,2,,,,,7
United States,Non-Fatal,Substantial,Airplane,Cessna,206H,0,1.0,Reciprocating,Personal,,,,3.0,VMC,Probable Cause,2006-07-22,47.816389,-90.383333,No,,2,,,,,7
United States,Non-Fatal,Destroyed,Airplane,Sargent,Bushby Mustang II,1,1.0,Reciprocating,Personal,,,1.0,,VMC,Probable Cause,2006-07-22,42.543055,-83.177778,Yes,,3,,,,,7
United States,Non-Fatal,Substantial,Airplane,Porter,Mustang II,1,1.0,Reciprocating,Personal,,,1.0,1.0,VMC,Probable Cause,2006-07-23,42.579167,-99.993055,Yes,,2,,,,,7
United States,Non-Fatal,Substantial,Airplane,Piper,PA-12,0,1.0,Reciprocating,Personal,,,,2.0,VMC,Probable Cause,2006-07-23,61.186944,-149.965278,No,,2,,,,,7
United States,Non-Fatal,Substantial,Airplane,Cessna,170B,0,1.0,Reciprocating,Personal,,,,1.0,VMC,Probable Cause,2006-07-24,33.226945,-84.274723,No,,2,,,,,7
United States,Non-Fatal,Substantial,Airplane,Maule,M-7-235C,0,1.0,Reciprocating,Personal,,,,1.0,VMC,Probable Cause,2006-07-25,47.327778,-122.226667,No,,2,,,,,7
United States,Non-Fatal,Substantial,Airplane,Cessna,182D,0,1.0,Reciprocating,Personal,,,,2.0,VMC,Probable Cause,2006-07-25,34.428334,-118.484166,No,,2,,,,,7
United States,Non-Fatal,Substantial,Airplane,Cessna,150J,0,1.0,Reciprocating,Personal,,,1.0,,IMC,Probable Cause,2006-07-26,38.213056,-122.280556,No,,2,,,,,7
United States,Non-Fatal,Substantial,Airplane,Beech,A36,0,1.0,Reciprocating,Personal,,,1.0,3.0,VMC,Probable Cause,2006-07-26,42.565833,-84.423056,No,,2,,,,,7
United States,Non-Fatal,Substantial,Airplane,Cessna,140,0,1.0,Reciprocating,Personal,,,,1.0,VMC,Probable Cause,2006-07-27,37.7,-98.754722,No,,2,,,,,7
United States,Non-Fatal,Substantial,Airplane,Taylorcraft,F19,0,1.0,Reciprocating,Personal,,,,2.0,VMC,Probable Cause,2006-07-27,58.183333,-136,No,,2,,,,,7
United States,Non-Fatal,Substantial,Airplane,Cessna,172F,0,1.0,Reciprocating,Personal,,,,2.0,VMC,Probable Cause,2006-07-29,42.799444,-112.823889,No,,2,,,,,7
United States,Non-Fatal,Substantial,Airplane,Cessna,414A,0,2.0,Reciprocating,Personal,,,,4.0,VMC,Probable Cause,2006-07-29,34.055833,-117.601111,No,,2,,,,,7
United States,Non-Fatal,Substantial,Airplane,Curtiss-wright,Travel Air 4000,0,1.0,Reciprocating,Personal,,1.0,,,VMC,Probable Cause,2006-07-29,32.451667,-90.363889,No,,2,,,,,7
United States,Non-Fatal,Substantial,Airplane,Cessna,208,0,1.0,Turbo Prop,Business,,,,6.0,VMC,Probable Cause,2006-07-29,31.735277,-81.440277,No,,2,,,,,7
United States,Non-Fatal,Substantial,Airplane,Cessna,180H,0,1.0,Reciprocating,Personal,,,,1.0,VMC,Probable Cause,2006-07-30,43.504444,-114.296111,No,,2,,,,,7
United States,Non-Fatal,Substantial,Airplane,Cessna,180J,0,1.0,Reciprocating,Personal,,,,2.0,VMC,Probable Cause,2006-07-30,43.504444,-114.296111,No,,2,,,,,7
United States,Non-Fatal,Substantial,Airplane,Cessna,120,0,1.0,Reciprocating,Personal,,,,1.0,VMC,Probable Cause,2006-07-30,38.554444,-82.738055,No,,2,,,,,7
United States,Non-Fatal,Substantial,Airplane,Cessna,180M,0,1.0,Reciprocating,Personal,,,,4.0,VMC,Probable Cause,2006-07-30,47.386666,-92.838889,No,,2,,,,,7
United States,Non-Fatal,Substantial,Airplane,Interstate,S-1A,0,1.0,Reciprocating,Personal,,,,1.0,VMC,Probable Cause,2006-08-01,33.433333,-112.683333,No,,2,,,,,8
United States,Non-Fatal,Substantial,Airplane,Cessna,180,0,1.0,Reciprocating,Personal,,,,3.0,VMC,Probable Cause,2006-08-02,46.120834,-114.927223,No,,2,,,,,8
United States,Non-Fatal,Substantial,Airplane,Cessna,172M,0,1.0,Reciprocating,Personal,,1.0,1.0,,VMC,Probable Cause,2006-08-04,41.845555,-123.984444,No,,2,,,,,8
United States,Non-Fatal,Substantial,Airplane,Cessna,182E,0,1.0,Reciprocating,Personal,,,,2.0,VMC,Probable Cause,2006-08-04,44.338333,-105.170278,No,,2,,,,,8
United States,Non-Fatal,Substantial,Airplane,Spittler,Rans S-16,1,1.0,Reciprocating,Personal,,,,2.0,VMC,Probable Cause,2006-08-04,40.950278,-95.917778,Yes,,2,,,,,8
Canada,Fatal,Destroyed,Airplane,Bussey,Express FT,1,1.0,Reciprocating,Personal,1.0,,,,VMC,Foreign,2006-08-04,,,Yes,,3,,,,,8
United States,Non-Fatal,Substantial,Airplane,Piggott,Bearhawk,1,1.0,Reciprocating,Personal,,,,1.0,VMC,Probable Cause,2006-08-05,48.122778,,Yes,,2,,,,,8
United States,Non-Fatal,Substantial,Airplane,Cessna,172N,0,1.0,Reciprocating,Personal,,,,1.0,VMC,Probable Cause,2006-08-05,43.130278,-72.015,No,,2,,,,,8
United States,Non-Fatal,Substantial,Airplane,Champion,7FC,0,1.0,Reciprocating,Personal,,1.0,,1.0,VMC,Probable Cause,2006-08-05,41.640833,-80.151111,No,,2,,,,,8
United States,Non-Fatal,Substantial,Airplane,Meyers aircraft co.,MAC-145,0,1.0,Reciprocating,Personal,,,,1.0,VMC,Probable Cause,2006-08-06,45.974723,-86.171945,No,,2,,,,,8
United States,Non-Fatal,Substantial,Airplane,Veltman,CH701,1,1.0,Reciprocating,Personal,,,,1.0,VMC,Probable Cause,2006-08-06,42.999444,-84.1425,Yes,,2,,,,,8
United States,Non-Fatal,Substantial,Airplane,Piper,PA-18-150,0,1.0,Reciprocating,Personal,,,,2.0,VMC,Probable Cause,2006-08-06,61,-151.434444,No,,2,,,,,8
United States,Non-Fatal,Substantial,Airplane,Piper,PA-23-250,0,2.0,Reciprocating,Personal,,,,3.0,VMC,Probable Cause,2006-08-07,47.608611,-117.180556,No,,2,,,,,8
United States,Non-Fatal,Substantial,Airplane,Piper,PA-18,0,1.0,Reciprocating,Personal,,,,2.0,VMC,Probable Cause,2006-08-07,43.047222,-88.236111,No,,2,,,,,8
United States,Non-Fatal,Substantial,Airplane,Piper,PA-14,0,1.0,Reciprocating,Personal,,,,3.0,VMC,Probable Cause,2006-08-08,62.320556,-150.093611,No,,2,,,,,8
United States,Non-Fatal,Substantial,Airplane,Stampe,SV-4C,0,1.0,Reciprocating,Personal,,,,2.0,VMC,Probable Cause,2006-08-09,39.636111,-77.1225,No,,2,,,,,8
United States,Non-Fatal,Substantial,Airplane,Piper,PA-12,0,1.0,Reciprocating,Business,,,1.0,1.0,VMC,Probable Cause,2006-08-09,67.253611,-150.206389,No,,2,,,,,8
United States,Non-Fatal,Substantial,Airplane,Boeing,B75N1,0,1.0,Reciprocating,Personal,,,,1.0,VMC,Probable Cause,2006-08-10,40.741944,-81.103056,No,,2,,,,,8
United States,Non-Fatal,Substantial,Airplane,Flight design,CTSW,0,1.0,Reciprocating,Personal,,,,1.0,VMC,Probable Cause,2006-08-10,41.921389,-84.585833,No,,2,,,,,8
United States,Non-Fatal,Substantial,Airplane,Stinson,108,0,1.0,Reciprocating,Personal,,,1.0,1.0,VMC,Probable Cause,2006-08-11,41.626389,-77.420556,No,,2,,,,,8
United States,Non-Fatal,Substantial,Airplane,Cessna,150,0,1.0,Reciprocating,Personal,,,,1.0,VMC,Probable Cause,2006-08-12,,,No,,2,,,,,8
United States,Non-Fatal,Substantial,Airplane,Beech,B100,0,2.0,Turbo Prop,Personal,,,,1.0,VMC,Probable Cause,2006-08-13,41.920834,-71.491389,No,,2,,,,,8
United States,Non-Fatal,Substantial,Airplane,Cessna,150L,0,1.0,Reciprocating,Personal,,,,1.0,VMC,Probable Cause,2006-08-13,35.958056,-78.251944,No,,2,,,,,8
United States,Non-Fatal,Substantial,Airplane,Piper,PA-14,0,1.0,Reciprocating,Personal,,,,2.0,VMC,Probable Cause,2006-08-14,65.590277,-147.498611,No,,2,,,,,8
United States,Non-Fatal,Substantial,Airplane,Hoyt,KOLB MARK III CLSC,1,1.0,Reciprocating,Personal,,,,1.0,VMC,Probable Cause,2006-08-15,44.518334,-93.266389,Yes,,2,,,,,8
United States,Non-Fatal,Destroyed,Airplane,Cirrus,SR20,0,1.0,Reciprocating,Personal,,1.0,1.0,,VMC,Probable Cause,2006-08-15,40.035277,-106.451389,No,,3,,,,,8
United States,Non-Fatal,Substantial,Airplane,Stinson,108-2,0,1.0,Reciprocating,Personal,,,,1.0,VMC,Probable Cause,2006-08-16,39.223889,-121.003056,No,,2,,,,,8
United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-181,0,1.0,Reciprocating,Personal,,,,2.0,VMC,Probable Cause,2006-08-16,42.170834,-84.259722,No,,2,,,,,8
United States,Non-Fatal,Substantial,Airplane,Cessna,182S,0,1.0,Reciprocating,Personal,,,,3.0,VMC,Probable Cause,2006-08-17,26.656111,-82.121111,No,,2,,,,,8
United States,Non-Fatal,Substantial,Airplane,Piper,PA 38-112,0,1.0,Reciprocating,Personal,,,,2.0,VMC,Probable Cause,2006-08-20,36.78,-76.448889,No,,2,,,,,8
United States,Non-Fatal,Substantial,Airplane,Piper,PA-34-200T,0,2.0,Reciprocating,Personal,,,,1.0,VMC,Probable Cause,2006-08-20,40.9475,-74.314444,No,,2,,,,,8
United States,Non-Fatal,Substantial,Airplane,Cessna,T210N,0,1.0,Reciprocating,Personal,,,,1.0,VMC,Probable Cause,2006-08-20,31.349722,-100.499722,No,,2,,,,,8
United States,Non-Fatal,Substantial,Airplane,Champion,7GCBC,0,1.0,Reciprocating,Personal,,,,2.0,VMC,Probable Cause,2006-08-20,64.133333,-148.351944,No,,2,,,,,8
United States,Non-Fatal,Substantial,Airplane,Cessna,T210G,0,1.0,Reciprocating,Personal,,,,1.0,VMC,Probable Cause,2006-08-21,38.893889,-116.995277,No,,2,,,,,8
United States,Non-Fatal,Substantial,Airplane,Piper,601P,0,1.0,Reciprocating,Personal,,,,1.0,VMC,Probable Cause,2006-08-22,33.658056,-101.820278,No,,2,,,,,8
United States,Non-Fatal,Substantial,Airplane,Piper,PA-28R-200,0,1.0,Reciprocating,Personal,,,,1.0,VMC,Probable Cause,2006-08-23,41.128056,-74.346666,No,,2,,,,,8
Germany,Non-Fatal,Substantial,Airplane,Piper,PA-23-160,0,1.0,Reciprocating,Personal,,,,1.0,VMC,Foreign,2006-08-23,48.75,10.35,No,,2,,,,,8
United States,Non-Fatal,Substantial,Airplane,Gordon,Vans RV-6,1,1.0,Reciprocating,Personal,,,,1.0,VMC,Probable Cause,2006-08-24,40.613611,-105.034722,Yes,,2,,,,,8
United States,Non-Fatal,Substantial,Airplane,Aviat,A-1B,0,1.0,Reciprocating,Personal,,,,2.0,VMC,Probable Cause,2006-08-26,45.928056,-89.731111,No,,2,,,,,8
United States,Non-Fatal,Substantial,Airplane,Frisby,CH801,1,1.0,Reciprocating,Personal,,,1.0,,VMC,Probable Cause,2006-08-27,61.583333,-149.0925,Yes,,2,,,,,8
United States,Non-Fatal,Substantial,Airplane,Ron burleigh,Air Cam,1,2.0,Reciprocating,Personal,,,,1.0,VMC,Probable Cause,2006-08-28,33.203611,-101.341389,Yes,,2,,,,,8
United States,Fatal,Destroyed,Airplane,Cessna,401A,0,2.0,Reciprocating,Personal,7.0,,,,IMC,Probable Cause,2006-08-28,37.401944,-83.356111,No,,3,,,,,8
United States,Fatal,Destroyed,Airplane,Cirrus,SR22,0,1.0,Reciprocating,Personal,1.0,3.0,,,IMC,Probable Cause,2006-08-28,39.77,-86.319445,No,,3,,,,,8
United States,Non-Fatal,Substantial,Airplane,Cessna,172,0,1.0,Reciprocating,Personal,,,,3.0,VMC,Probable Cause,2006-08-29,63.966667,-148.966667,No,,2,,,,,8
United States,Non-Fatal,Substantial,Airplane,Cessna,172P,0,1.0,Reciprocating,Personal,,,,2.0,VMC,Probable Cause,2006-08-31,39.677222,-119.827223,No,,2,,,,,8
United States,Non-Fatal,Substantial,Airplane,Piper,PA-18,0,1.0,Reciprocating,Personal,,,,2.0,VMC,Probable Cause,2006-08-31,60.766667,-158.8,No,,2,,,,,8
United States,Non-Fatal,Substantial,Airplane,Cessna,180,0,1.0,Reciprocating,Personal,,,,1.0,VMC,Probable Cause,2006-09-02,43.191389,-117.646389,No,,2,,,,,9
United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-140,0,1.0,Reciprocating,Personal,,,3.0,,VMC,Probable Cause,2006-09-02,38.957778,,No,,2,,,,,9
United States,Non-Fatal,Substantial,Airplane,Piper,PA-18-150,0,1.0,Reciprocating,Personal,,,,1.0,VMC,Probable Cause,2006-09-03,43.064167,-108.459722,No,,2,,,,,9
United States,Non-Fatal,Substantial,Airplane,Hedeman,Tailwind W8,1,1.0,Reciprocating,Personal,,,,1.0,VMC,Probable Cause,2006-09-03,42.689166,-90.444166,Yes,,2,,,,,9
United States,Non-Fatal,Substantial,Airplane,Luscombe,8A,0,1.0,Reciprocating,Personal,,,,1.0,VMC,Probable Cause,2006-09-03,43.399444,-84.800278,No,,2,,,,,9
United States,Non-Fatal,Substantial,Airplane,Brown floyd l,Christen Eagle II,1,1.0,Reciprocating,Personal,,,,1.0,VMC,Probable Cause,2006-09-03,34.363056,-77.621945,Yes,,2,,,,,9
United States,Non-Fatal,Substantial,Airplane,Cessna,172P,0,1.0,Reciprocating,Personal,,,,1.0,VMC,Probable Cause,2006-09-04,39.325556,-76.413611,No,,2,,,,,9
United States,Non-Fatal,Substantial,Airplane,Ageton,MXL Sport II,1,1.0,Reciprocating,Personal,,1.0,,,VMC,Probable Cause,2006-09-05,32.508333,-111.2,Yes,,2,,,,,9
United States,Non-Fatal,Substantial,Airplane,Cessna,150,0,1.0,Reciprocating,Personal,,,2.0,,VMC,Probable Cause,2006-09-06,45.662778,-108.719167,No,,2,,,,,9
United States,Non-Fatal,Substantial,Airplane,Cessna,T206H,0,1.0,Reciprocating,Business,,,,3.0,VMC,Probable Cause,2006-09-06,41.884722,-91.710833,No,,2,,,,,9
United States,Non-Fatal,Substantial,Airplane,Parsons,JN4-D Jenny Replica,1,1.0,Reciprocating,Personal,,1.0,,,VMC,Probable Cause,2006-09-09,35.951667,-85.085,Yes,,2,,,,,9
United States,Non-Fatal,Substantial,Airplane,Piper,PA-18-150,0,1.0,Reciprocating,Personal,,,,1.0,VMC,Probable Cause,2006-09-09,65.35,-145.233333,No,,2,,,,,9
United States,Non-Fatal,Destroyed,Airplane,Thomas,Velocity,1,1.0,Reciprocating,Personal,,,2.0,,VMC,Probable Cause,2006-09-09,33.828334,-79.121667,Yes,,3,,,,,9
United States,Non-Fatal,Substantial,Airplane,Maule,M-4-180V,0,1.0,Reciprocating,Personal,,,,1.0,VMC,Probable Cause,2006-09-10,47.198333,-109.310278,No,,2,,,,,9
United States,Non-Fatal,Substantial,Airplane,Luscombe,8E,0,1.0,Reciprocating,Personal,,,,1.0,VMC,Probable Cause,2006-09-10,43.068611,-90.219445,No,,2,,,,,9
United States,Non-Fatal,Substantial,Airplane,Beech,B36TC,0,1.0,Reciprocating,Personal,,,,1.0,VMC,Probable Cause,2006-09-11,37.701111,-113.098889,No,,2,,,,,9
United States,Non-Fatal,Substantial,Airplane,Piper,PA-32-300,0,1.0,Reciprocating,Personal,,,,5.0,VMC,Probable Cause,2006-09-11,37.3425,-112.223611,No,,2,,,,,9
United States,Non-Fatal,Substantial,Airplane,Piper,PA-12,0,1.0,Reciprocating,Personal,,,,1.0,VMC,Probable Cause,2006-09-11,67.744166,-162.437777,No,,2,,,,,9
United States,Non-Fatal,Substantial,Airplane,Cessna,305A,0,1.0,Reciprocating,Personal,,,,1.0,VMC,Probable Cause,2006-09-13,47.049444,-109.466667,No,,2,,,,,9
United States,Non-Fatal,Substantial,Airplane,Piper,PA-46T-350P,0,1.0,Turbo Prop,Personal,,,,2.0,VMC,Probable Cause,2006-09-13,38.816111,-104.700833,No,,2,,,,,9
United States,Non-Fatal,Substantial,Airplane,Piper,PA-34-220T,0,2.0,Reciprocating,Personal,,,,3.0,VMC,Probable Cause,2006-09-13,39.9025,-84.219445,No,,2,,,,,9
United States,Non-Fatal,Substantial,Airplane,Maule,MT-7,0,1.0,Reciprocating,Personal,,,,1.0,VMC,Probable Cause,2006-09-15,36.053611,-93.3675,No,,2,,,,,9
United States,Non-Fatal,Substantial,Airplane,Columbia,350,0,1.0,Reciprocating,Personal,,,,1.0,VMC,Probable Cause,2006-09-15,39.146111,-86.616667,No,,2,,,,,9
United States,Non-Fatal,Destroyed,Airplane,Grumman,AA-5,0,1.0,Reciprocating,Personal,,,,1.0,VMC,Probable Cause,2006-09-15,36.937222,-121.793889,No,,3,,,,,9
United States,Non-Fatal,Substantial,Airplane,Piper,PA-23-250,0,2.0,Reciprocating,Personal,,,,3.0,VMC,Probable Cause,2006-09-17,26.206389,-80.173611,No,,2,,,,,9
United States,Non-Fatal,Substantial,Airplane,Piper,PA-18,0,1.0,Reciprocating,Business,,,,2.0,VMC,Probable Cause,2006-09-18,60.303611,-156.899444,No,,2,,,,,9
United States,Non-Fatal,Destroyed,Airplane,Cessna,150,0,1.0,Reciprocating,Personal,,,,1.0,VMC,Probable Cause,2006-09-19,61.2,-149.816667,No,,3,,,,,9
United States,Non-Fatal,Substantial,Airplane,Mooney,M-20J,0,1.0,Reciprocating,Personal,,,,1.0,VMC,Probable Cause,2006-09-20,34.863056,-84.393611,No,,2,,,,,9
United States,Non-Fatal,Substantial,Airplane,Devereux,Mustang II,1,1.0,Reciprocating,Personal,,,,2.0,VMC,Probable Cause,2006-09-21,41.307222,-85.064444,Yes,,2,,,,,9
United States,Non-Fatal,Substantial,Airplane,Vans aircraft,RV4,1,1.0,Reciprocating,Personal,,,1.0,,VMC,Probable Cause,2006-09-23,32.988889,-97.619445,Yes,,2,,,,,9
United States,Non-Fatal,Substantial,Airplane,Northwing,Apache Sport,1,1.0,Reciprocating,Personal,,,1.0,,VMC,Probable Cause,2006-09-24,48.104722,-119.720556,Yes,,2,,,,,9
United States,Non-Fatal,Substantial,Airplane,Cleberg,Sportsman 2+2 GS-2,1,1.0,Reciprocating,Personal,,,,1.0,VMC,Probable Cause,2006-09-24,31.938055,-111.118889,Yes,,2,,,,,9
United States,Non-Fatal,Substantial,Airplane,Cessna,172,0,1.0,Reciprocating,Personal,,,,2.0,VMC,Probable Cause,2006-09-24,61.521667,-148.925,No,,2,,,,,9
United States,Fatal,Destroyed,Airplane,Cessna,182K,0,1.0,Reciprocating,Personal,2.0,,,,VMC,Probable Cause,2006-09-24,34.976945,-111.898611,No,,3,,,,,9
United States,Non-Fatal,Substantial,Airplane,Cessna,152,0,1.0,Reciprocating,Personal,,,,2.0,VMC,Probable Cause,2006-09-26,39.783333,-104.5,No,,2,,,,,9
United States,Non-Fatal,Substantial,Airplane,Boeing,A75N1,0,1.0,Reciprocating,Personal,,,,2.0,VMC,Probable Cause,2006-09-26,41.283333,-81.116667,No,,2,,,,,9
United States,Non-Fatal,Substantial,Airplane,Coltrin,RV-6,1,1.0,Reciprocating,Personal,,,,1.0,VMC,Probable Cause,2006-09-27,42.542222,-113.764167,Yes,,2,,,,,9
United States,Non-Fatal,Substantial,Airplane,Beech,95-55,0,2.0,Reciprocating,Personal,,,1.0,,VMC,Probable Cause,2006-09-27,32.853056,-109.634722,No,,2,,,,,9
United States,Non-Fatal,Substantial,Airplane,Cessna,180K,0,1.0,Reciprocating,Personal,,,,2.0,VMC,Probable Cause,2006-09-28,35.608056,-80.892777,No,,2,,,,,9
United States,Non-Fatal,Substantial,Airplane,Maule,M-6-235,0,1.0,Reciprocating,Personal,,,,1.0,VMC,Probable Cause,2006-09-29,47.572778,-114.096666,No,,2,,,,,9
United States,Non-Fatal,Substantial,Airplane,Beech,B19,0,1.0,Reciprocating,Personal,,,,2.0,VMC,Probable Cause,2006-09-29,43.665556,-83.420278,No,,2,,,,,9
United States,Non-Fatal,Substantial,Airplane,Beech,A36,0,1.0,Reciprocating,Personal,,,,2.0,VMC,Probable Cause,2006-09-29,32.690555,-83.642777,No,,2,,,,,9
United States,Non-Fatal,Substantial,Airplane,Cessna,172S,0,1.0,Reciprocating,Personal,,,,2.0,VMC,Probable Cause,2006-09-30,38.539444,-76.030278,No,,2,,,,,9
United States,Non-Fatal,Substantial,Airplane,Rockwell,112TC,0,1.0,Reciprocating,Personal,,,,2.0,VMC,Probable Cause,2006-09-30,37.596111,-93.347777,No,,2,,,,,9
United States,Non-Fatal,Substantial,Airplane,Cessna,180K,0,1.0,Reciprocating,Personal,,,,1.0,VMC,Probable Cause,2006-10-01,44.7925,-83.833333,No,,2,,,,,10
United States,Non-Fatal,Substantial,Airplane,Cessna,T182T,0,1.0,Reciprocating,Business,,,,1.0,VMC,Probable Cause,2006-10-05,47.619723,-117.533889,No,,2,,,,,10
United States,Non-Fatal,Substantial,Airplane,Boeing,75,0,1.0,Reciprocating,Personal,,,,2.0,VMC,Probable Cause,2006-10-05,32.466667,-100.466667,No,,2,,,,,10
United States,Non-Fatal,Substantial,Airplane,Beech,BE-58,0,2.0,Reciprocating,Personal,,,,2.0,VMC,Probable Cause,2006-10-06,38.942777,-76.568334,No,,2,,,,,10
United States,Non-Fatal,Substantial,Airplane,Aviat,A-1A,0,1.0,Reciprocating,Personal,,,,1.0,VMC,Probable Cause,2006-10-06,35.7,-118.55,No,,2,,,,,10
United States,Non-Fatal,Substantial,Airplane,Champion,Citabria,0,1.0,Reciprocating,Personal,,1.0,2.0,,VMC,Probable Cause,2006-10-06,33.066667,-97.066667,No,,2,,,,,10
United States,Non-Fatal,Substantial,Airplane,Cutler,VariEze,1,1.0,Reciprocating,Personal,,,,1.0,VMC,Probable Cause,2006-10-07,40.410278,-75.229445,Yes,,2,,,,,10
United States,Non-Fatal,Substantial,Airplane,Cessna,172C,0,1.0,Reciprocating,Personal,,,1.0,,VMC,Probable Cause,2006-10-07,30.926944,-87.152777,No,,2,,,,,10
United States,Non-Fatal,Substantial,Airplane,Cessna,172N,0,1.0,Reciprocating,Personal,,,,2.0,VMC,Probable Cause,2006-10-08,38.848611,-90.5,No,,2,,,,,10
United States,Non-Fatal,Substantial,Airplane,Hadwise,Varieze,1,1.0,Reciprocating,Personal,,,,1.0,VMC,Probable Cause,2006-10-08,31.283333,-85.899444,Yes,,2,,,,,10
United States,Non-Fatal,Substantial,Airplane,Cessna,172N,0,1.0,Reciprocating,Personal,,,,1.0,VMC,Probable Cause,2006-10-09,41.211667,-93.51,No,,2,,,,,10
United States,Non-Fatal,Substantial,Airplane,Steinbaum,Kitfox IV,1,1.0,Reciprocating,Personal,,,,2.0,VMC,Probable Cause,2006-10-10,38.458333,-82.32,Yes,,2,,,,,10
United States,Non-Fatal,Substantial,Airplane,Olree robert,Spezio Sport DAL-1,1,1.0,Reciprocating,Personal,,,,1.0,VMC,Probable Cause,2006-10-11,27.303056,-82.2725,Yes,,2,,,,,10
United States,Non-Fatal,Substantial,Airplane,Huff,Acro Sport I,1,1.0,Reciprocating,Personal,,,1.0,,VMC,Probable Cause,2006-10-11,38.785277,-108.063611,Yes,,2,,,,,10
United States,Non-Fatal,Substantial,Airplane,Beech,E-55,0,2.0,Reciprocating,Personal,,,2.0,,VMC,Probable Cause,2006-10-12,44.020556,-117.013611,No,,2,,,,,10
United States,Non-Fatal,Substantial,Airplane,Harry d. miller,Midget Mustang 1,1,1.0,Reciprocating,Personal,,,,1.0,VMC,Probable Cause,2006-10-12,39.667223,-119.872223,Yes,,2,,,,,10
United States,Non-Fatal,Substantial,Airplane,Aeronca,65-TAC,0,1.0,Reciprocating,Personal,,,,2.0,VMC,Probable Cause,2006-10-12,30.243055,-98.908333,No,,2,,,,,10
United States,Non-Fatal,Substantial,Airplane,Piper,PA-24-260,0,1.0,Reciprocating,Personal,,,,4.0,VMC,Probable Cause,2006-10-12,38.110556,-92.680556,No,,2,,,,,10
United States,Non-Fatal,Substantial,Airplane,Finney thorp,T-18,1,1.0,Reciprocating,Personal,,,,1.0,VMC,Probable Cause,2006-10-13,32.8,-117.143889,Yes,,2,,,,,10
United States,Non-Fatal,Substantial,Airplane,Cessna,CE-180-A,0,1.0,Reciprocating,Personal,,,,1.0,VMC,Probable Cause,2006-10-13,35.758889,-80.952222,No,,2,,,,,10
United States,Non-Fatal,Substantial,Airplane,Monocoupe,110 Special,0,1.0,Reciprocating,Personal,,,,1.0,VMC,Probable Cause,2006-10-15,33.268056,-111.806667,No,,2,,,,,10
United States,Non-Fatal,Substantial,Airplane,Cessna,182,0,1.0,Reciprocating,Personal,,,,4.0,VMC,Probable Cause,2006-10-15,32.236944,-90.923889,No,,2,,,,,10
United States,Fatal,Destroyed,Airplane,Piper,PA-42,0,2.0,Turbo Prop,Personal,5.0,,,,VMC,Probable Cause,2006-10-18,34.880278,-112.253333,No,,3,,,,,10
United States,Non-Fatal,Substantial,Airplane,Cessna,210E,0,1.0,Reciprocating,Personal,,,,6.0,VMC,Probable Cause,2006-10-20,48.521945,-123.024445,No,,2,,,,,10
